business_type,business_age_months,location_type,state,num_employees,store_size_sqm,foot_traffic_daily,has_online_presence,uses_pos,marketing_spend_naira,inventory_value_naira,num_products,average_product_price_naira,month,customer_retention_rate,has_loyalty_program,accepts_credit_cards,opening_hours_per_day,competition_nearby,has_parking,monthly_sales_thousands
Retail_Shop,43,Shopping_Mall,Ibadan,2,180,115,0,1,189923,1972335,412,27272,July,65,0,1,13,6,0,14584.42
Fashion_Store,82,Street_Shop,Kano,10,58,139,0,0,53616,1094452,119,46771,December,75,1,0,8,0,0,9349.82
Retail_Shop,105,Shopping_Mall,Kano,19,93,140,0,1,118965,3339449,102,37999,August,65,0,1,13,8,0,19835.75
Electronics,25,Market,Lagos,4,55,494,0,1,125174,1450325,307,40979,October,94,0,1,14,7,0,11437.8
Retail_Shop,54,Shopping_Mall,Abuja,7,142,238,1,0,172767,3155926,115,1849,June,78,1,0,9,8,0,17577.19
Restaurant,29,Market,Port_Harcourt,14,151,364,0,1,35655,3202141,373,43542,July,94,1,0,9,7,0,14685.4
Supermarket,17,Street_Shop,Abuja,16,136,315,1,1,148459,2758810,122,26052,February,44,1,1,14,7,0,21355.4
Electronics,55,Market,Abuja,4,26,278,1,1,13958,3199223,197,20906,October,69,0,1,10,6,1,21038.55
Retail_Shop,84,Market,Lagos,2,43,335,1,1,102466,2771003,118,5003,November,33,1,0,11,3,0,22208.24
Fashion_Store,71,Street_Shop,Enugu,3,13,51,1,1,49012,3458559,279,32850,August,85,1,0,14,8,1,21493.05
Supermarket,13,Estate,Lagos,18,142,331,0,1,197448,2219480,154,2133,March,86,1,0,14,2,0,18801.73
Restaurant,10,Estate,Kano,14,158,110,1,1,120217,4740033,291,27064,June,82,0,1,10,0,1,20626.91
Salon,34,Street_Shop,Ibadan,6,111,328,0,0,14362,4901955,468,5972,May,90,0,0,14,0,0,9077.63
Fashion_Store,38,Street_Shop,Kano,9,137,101,1,1,168840,4779612,385,19271,November,54,1,1,9,2,1,61521.55
Pharmacy,97,Market,Enugu,2,194,127,1,1,178538,182233,282,22322,October,84,1,1,13,9,0,14662.4
Electronics,107,Street_Shop,Lagos,9,103,452,0,0,38911,3723825,315,34079,April,84,1,1,8,0,1,30843.64
Fashion_Store,89,Street_Shop,Enugu,15,126,329,1,1,71824,3938298,243,42206,July,33,1,1,8,6,0,26203.13
Restaurant,59,Market,Lagos,10,162,431,1,0,10986,830513,185,13468,October,84,0,1,11,5,1,11010.87
Supermarket,68,Market,Kano,17,75,494,1,1,139807,2602749,386,10538,September,63,0,0,12,4,0,16013.53
Pharmacy,55,Estate,Lagos,12,148,394,0,1,162320,1656219,400,46298,August,69,0,1,13,7,1,16518.0
Pharmacy,111,Shopping_Mall,Abuja,4,156,440,1,1,160475,2048147,196,33058,September,58,0,1,11,9,1,24126.38
Supermarket,68,Online,Ibadan,5,21,108,1,1,144022,3474787,431,48246,October,75,0,1,9,6,1,29851.52
Supermarket,10,Market,Ibadan,1,170,29,0,0,136103,2654264,206,8203,February,52,0,0,15,6,0,7232.62
Retail_Shop,66,Shopping_Mall,Port_Harcourt,4,49,329,0,1,151005,1709381,380,30775,August,39,1,0,9,9,0,12287.35
Retail_Shop,111,Market,Enugu,12,66,338,0,0,66792,4844376,104,42883,April,45,0,0,11,1,1,23320.87
Supermarket,69,Street_Shop,Lagos,14,138,469,1,1,45404,2250711,244,19168,September,72,0,0,14,7,1,16796.26
Electronics,27,Street_Shop,Abuja,16,13,172,0,1,37626,1774268,103,36946,November,35,0,0,12,9,0,11945.52
Retail_Shop,23,Street_Shop,Enugu,9,45,455,1,0,172049,3607904,339,17722,July,34,0,0,13,8,1,15760.3
Electronics,87,Estate,Kano,10,97,350,1,0,64442,3049336,174,27927,November,38,0,1,9,6,1,26649.88
Fashion_Store,74,Shopping_Mall,Lagos,6,32,484,1,1,34588,2439859,207,12858,January,70,1,0,10,0,1,15758.91
Restaurant,9,Market,Lagos,6,127,75,1,0,91464,3451638,335,2379,June,79,1,1,13,3,1,17767.41
Electronics,20,Market,Enugu,3,139,382,1,1,57789,2830422,269,46485,September,84,0,1,13,0,1,22560.17
Electronics,48,Market,Ibadan,13,74,328,1,1,136293,1392258,386,18536,September,56,0,0,11,3,0,9298.94
Restaurant,27,Street_Shop,Enugu,15,82,473,1,1,70943,2404269,209,39840,February,48,1,0,14,2,1,15680.41
Pharmacy,44,Estate,Lagos,3,94,21,0,1,39380,1198144,114,25151,December,40,0,1,9,2,0,12755.23
Electronics,90,Street_Shop,Abuja,11,83,154,1,1,190445,1592451,445,11786,March,57,0,1,13,0,0,20415.68
Pharmacy,27,Market,Abuja,16,127,445,1,1,195360,1879265,209,38450,January,50,0,1,13,9,0,17191.73
Salon,74,Street_Shop,Lagos,15,28,167,0,1,105160,3991636,65,31476,November,51,0,0,8,7,1,24882.1
Restaurant,95,Estate,Lagos,6,171,291,1,1,122640,1670697,420,35839,April,53,1,0,12,6,1,28798.02
Restaurant,12,Shopping_Mall,Port_Harcourt,9,45,371,1,0,140593,4978619,369,20631,July,93,0,0,12,7,0,14616.0
Fashion_Store,74,Market,Port_Harcourt,3,62,279,0,0,101098,811820,410,12272,February,35,0,1,9,8,1,7161.07
Pharmacy,36,Estate,Port_Harcourt,16,89,157,0,1,114325,779117,234,20850,June,54,0,1,8,7,0,6954.66
Retail_Shop,97,Street_Shop,Kano,12,28,428,0,1,96187,2136685,371,34131,November,65,0,1,11,7,0,18737.19
Fashion_Store,84,Estate,Abuja,1,108,298,1,1,27306,3843578,57,15310,October,57,0,0,11,3,0,15235.06
Restaurant,67,Market,Ibadan,11,116,399,0,1,193553,4614247,304,10179,December,38,1,0,8,8,0,34858.9
Pharmacy,50,Shopping_Mall,Abuja,9,113,491,0,1,18171,124972,286,43031,November,43,1,0,12,3,0,14766.75
Fashion_Store,85,Street_Shop,Ibadan,1,126,163,1,1,7491,1206350,472,40061,September,75,0,1,14,8,0,12278.29
Retail_Shop,37,Street_Shop,Lagos,3,165,468,0,0,68517,3799021,139,47228,December,75,0,0,9,0,1,18660.89
Restaurant,60,Market,Kano,14,195,295,0,0,134439,3229856,255,10776,April,80,0,0,8,3,1,16143.61
Salon,26,Street_Shop,Ibadan,16,97,385,0,1,20146,699369,274,4188,February,59,0,0,13,8,1,3526.39
Restaurant,35,Market,Port_Harcourt,19,199,223,1,1,124345,4881875,81,26230,February,53,1,0,11,2,0,24016.2
Restaurant,38,Online,Port_Harcourt,6,27,69,1,1,29922,4368732,245,24269,November,91,0,0,8,6,0,28704.37
Retail_Shop,29,Shopping_Mall,Kano,14,188,479,1,0,52406,2136653,367,6822,May,87,0,1,12,8,0,9914.28
Pharmacy,73,Market,Kano,4,12,488,0,1,67743,1752585,267,863,May,52,1,1,13,9,1,12087.28
Restaurant,34,Street_Shop,Enugu,8,117,388,1,0,33617,1499480,449,10255,March,85,1,1,9,7,1,21056.33
Restaurant,16,Market,Enugu,19,56,161,0,1,100660,391913,24,986,March,65,1,0,10,1,1,8367.29
Fashion_Store,102,Shopping_Mall,Abuja,18,186,159,1,0,26716,4761213,270,18827,September,52,0,0,11,1,1,20905.34
Salon,12,Estate,Ibadan,6,67,439,1,1,36773,224458,359,10160,July,49,0,0,15,9,1,3757.4
Supermarket,109,Street_Shop,Kano,17,118,304,0,1,119274,1379255,60,20275,November,66,1,0,15,4,1,19438.33
Supermarket,81,Market,Ibadan,12,157,114,1,1,114806,707700,46,24197,August,74,1,1,14,9,0,15850.66
Salon,31,Shopping_Mall,Ibadan,3,36,474,0,0,138501,2890826,462,14308,August,85,1,0,11,7,1,11891.08
Fashion_Store,15,Estate,Lagos,6,86,234,0,0,24134,466356,343,17037,September,43,1,1,8,1,0,6143.07
Supermarket,34,Market,Kano,18,45,363,1,1,26324,2148793,141,47950,August,85,0,0,15,6,1,15100.93
Retail_Shop,85,Street_Shop,Ibadan,4,50,108,0,1,168042,3072074,330,1005,June,38,1,1,15,6,0,16295.92
Supermarket,75,Shopping_Mall,Abuja,2,85,200,0,1,9004,1656666,37,7677,February,67,0,1,14,9,0,7478.33
Electronics,44,Shopping_Mall,Enugu,4,34,53,0,1,135882,2074846,159,47107,September,62,0,1,12,5,1,15524.9
Retail_Shop,20,Estate,Enugu,16,148,413,0,1,195861,4145375,127,37626,August,79,1,0,10,0,0,18546.0
Retail_Shop,94,Shopping_Mall,Port_Harcourt,4,14,166,0,1,175330,2244616,169,14354,July,59,0,1,15,6,0,11032.69
Retail_Shop,99,Estate,Port_Harcourt,9,12,122,1,1,23323,3389349,408,32999,April,32,1,0,13,7,0,23158.66
Electronics,66,Estate,Ibadan,10,21,420,0,1,197578,2892774,303,28838,August,31,0,1,14,4,1,22531.52
Electronics,81,Market,Enugu,2,96,486,1,1,24604,767156,56,45355,September,55,0,0,9,6,0,11019.93
Salon,7,Shopping_Mall,Enugu,9,176,119,1,1,92225,2987579,104,2183,September,80,0,1,12,3,1,14894.81
Fashion_Store,16,Shopping_Mall,Abuja,1,198,345,1,0,28959,2197394,397,7428,March,85,1,0,15,8,0,14035.6
Restaurant,78,Market,Enugu,11,58,64,0,0,189668,698659,457,38961,November,93,0,1,9,9,1,15435.72
Supermarket,115,Street_Shop,Port_Harcourt,4,14,476,1,0,87116,2333612,39,39619,January,43,0,0,12,8,0,9001.4
Restaurant,60,Market,Port_Harcourt,3,12,146,0,1,73843,4372732,53,9704,March,88,0,1,12,3,0,22938.95
Salon,105,Shopping_Mall,Abuja,7,35,189,0,1,62496,3655350,350,6127,October,52,1,1,10,7,1,21767.31
Electronics,104,Online,Enugu,14,61,36,1,0,165064,3179977,159,43434,September,92,0,1,12,3,0,20656.46
Electronics,61,Market,Port_Harcourt,4,64,340,1,0,22139,1849722,378,43737,April,59,0,0,11,5,1,18018.37
Supermarket,113,Online,Ibadan,7,51,211,1,1,166698,1177460,195,18298,October,32,1,0,14,8,1,14379.78
Supermarket,96,Estate,Abuja,9,96,106,1,1,6394,2256127,276,43282,May,43,1,1,13,4,1,21352.72
Retail_Shop,18,Street_Shop,Enugu,15,111,484,1,0,73080,3918649,108,43604,May,94,1,1,12,2,1,21337.13
Retail_Shop,44,Estate,Enugu,17,93,317,1,1,68674,3845357,444,33715,March,53,1,0,13,4,1,33537.77
Retail_Shop,44,Estate,Ibadan,18,33,443,1,0,128995,1787441,120,40749,March,85,0,1,11,6,1,22322.95
Retail_Shop,7,Street_Shop,Ibadan,1,120,237,0,1,99910,1379147,136,7122,April,61,0,0,15,7,0,7626.21
Supermarket,39,Street_Shop,Ibadan,8,141,90,0,0,145714,2870820,104,8730,March,58,0,1,11,0,1,22464.1
Supermarket,107,Online,Lagos,13,119,87,1,1,153295,496803,156,49301,June,42,0,0,9,4,0,12433.91
Supermarket,28,Market,Enugu,8,198,273,1,1,119349,4134547,365,15091,May,49,1,0,12,2,0,19171.5
Fashion_Store,13,Estate,Abuja,14,12,487,0,0,141244,3702312,206,42323,May,60,1,0,9,7,0,13264.0
Electronics,70,Shopping_Mall,Abuja,2,13,364,0,1,182206,1665672,237,24219,May,87,0,1,14,4,0,10284.9
Retail_Shop,118,Estate,Lagos,14,187,196,0,1,42214,3032560,444,11100,September,53,0,0,11,2,0,12056.12
Pharmacy,98,Shopping_Mall,Lagos,2,44,141,0,0,158843,4704113,163,10223,February,76,0,0,9,3,1,14305.69
Salon,18,Shopping_Mall,Abuja,19,40,448,1,1,101753,3367467,484,18957,November,83,1,1,14,0,1,39011.62
Supermarket,43,Market,Enugu,2,133,271,1,1,97824,2406884,457,21106,March,45,0,1,12,2,0,20791.32
Fashion_Store,25,Shopping_Mall,Kano,11,65,385,1,1,180855,4931997,345,21158,November,60,1,1,13,1,0,42519.06
Supermarket,94,Shopping_Mall,Kano,18,149,153,1,0,127928,701224,442,46920,October,52,0,0,10,9,1,15755.94
Supermarket,61,Shopping_Mall,Port_Harcourt,8,145,104,0,0,14492,2963542,479,30381,January,71,1,0,13,2,1,14100.77
Restaurant,101,Shopping_Mall,Ibadan,14,98,294,0,0,194901,3776576,339,47434,June,68,0,1,14,3,0,15536.52
Supermarket,89,Street_Shop,Abuja,19,166,170,0,1,39928,1760472,391,33654,February,82,1,0,13,8,1,13670.6
Retail_Shop,42,Market,Kano,14,26,82,0,0,45207,2469185,303,17542,February,45,0,0,9,5,0,6999.26
Restaurant,27,Market,Lagos,4,188,41,0,0,34100,1300841,431,48070,December,69,0,1,10,2,0,12575.91
Restaurant,92,Market,Abuja,8,179,348,0,0,84332,1539362,241,46813,December,83,0,1,14,6,0,18437.29
Restaurant,80,Market,Enugu,12,93,362,1,1,49543,4228374,179,48152,September,40,0,1,15,9,1,30382.89
Salon,28,Shopping_Mall,Lagos,17,36,295,1,1,99396,4477278,179,37153,February,37,1,1,13,5,0,24843.57
Retail_Shop,80,Market,Enugu,2,101,97,0,1,136565,2757156,175,6982,September,37,0,1,12,2,0,11050.0
Supermarket,22,Shopping_Mall,Lagos,19,27,451,0,1,185099,882718,194,13851,May,71,1,1,14,0,1,14370.23
Electronics,92,Estate,Enugu,6,45,150,1,1,14733,3357022,424,18205,January,78,1,1,13,4,0,20884.86
Pharmacy,6,Street_Shop,Enugu,13,154,494,0,0,191483,4906726,374,39667,January,30,1,1,8,3,1,18599.2
Salon,9,Market,Port_Harcourt,6,153,472,0,0,124287,867750,69,6027,June,56,0,1,8,0,1,5334.18
Electronics,9,Market,Kano,1,61,57,1,1,167829,3065619,111,19351,December,30,0,1,8,8,0,18740.72
Restaurant,78,Street_Shop,Port_Harcourt,16,119,235,1,0,178272,1871480,482,1840,April,43,1,0,15,0,0,19271.6
Electronics,35,Estate,Port_Harcourt,2,145,447,0,0,121808,1989996,385,20733,February,69,1,0,14,4,1,11608.08
Salon,111,Street_Shop,Lagos,19,76,209,1,1,159369,123238,366,47664,March,89,1,1,14,4,1,27082.09
Pharmacy,46,Street_Shop,Ibadan,12,166,460,1,1,102700,3056110,302,30290,March,60,0,0,9,7,1,28402.68
Supermarket,116,Shopping_Mall,Kano,17,164,241,0,1,126828,613515,424,40235,June,86,0,1,9,3,0,12225.61
Fashion_Store,74,Shopping_Mall,Enugu,1,114,340,0,1,100975,4961759,255,28341,February,65,1,1,8,5,0,20841.1
Electronics,105,Market,Lagos,8,68,234,0,1,46298,3422539,274,48112,February,58,0,1,15,0,0,17904.09
Supermarket,108,Shopping_Mall,Abuja,16,71,143,0,0,89898,3516672,379,29043,June,76,0,0,10,1,0,10717.13
Pharmacy,49,Shopping_Mall,Kano,12,34,195,1,1,131680,379229,315,29814,March,35,0,1,12,6,0,17372.04
Pharmacy,88,Shopping_Mall,Kano,1,41,251,0,1,31890,1685001,444,43393,April,66,1,0,9,1,1,18639.58
Retail_Shop,106,Street_Shop,Kano,14,17,203,1,0,69053,536965,161,28062,June,71,0,0,8,4,0,6628.78
Salon,101,Street_Shop,Enugu,1,18,337,1,1,76067,121517,93,25173,June,48,0,0,15,2,0,6956.52
Retail_Shop,41,Estate,Lagos,9,161,208,1,1,5761,1323354,272,3410,April,79,0,0,9,1,1,11303.54
Salon,96,Market,Kano,14,115,153,1,1,42385,2732370,429,30071,November,61,1,1,13,6,0,33442.44
Pharmacy,9,Shopping_Mall,Ibadan,7,14,212,1,1,128954,2182994,229,14336,September,70,0,0,14,3,0,9323.32
Restaurant,64,Market,Port_Harcourt,18,119,355,1,1,77401,1126656,254,40048,May,52,0,0,15,8,1,9687.12
Electronics,53,Shopping_Mall,Abuja,4,182,92,1,1,8290,3439740,230,26634,September,36,0,1,15,3,0,23225.95
Electronics,67,Market,Kano,6,161,397,0,0,141190,1185616,70,22660,January,85,0,0,9,4,0,5960.22
Pharmacy,15,Shopping_Mall,Ibadan,10,103,492,1,1,12310,3609121,199,46238,April,77,0,0,9,3,0,25272.59
Electronics,33,Shopping_Mall,Lagos,13,59,363,0,1,87525,4370543,44,4583,October,66,0,1,15,5,0,15417.59
Supermarket,66,Street_Shop,Port_Harcourt,17,150,391,1,1,180256,2730573,332,43732,September,31,1,1,10,9,1,35246.11
Salon,85,Market,Kano,14,28,28,0,1,85404,2865211,466,12890,June,93,1,0,13,7,0,11765.53
Salon,73,Market,Lagos,11,61,96,1,1,159611,1062715,460,49414,February,46,0,1,11,6,0,12994.88
Pharmacy,24,Estate,Port_Harcourt,19,22,472,0,1,5185,241317,58,5692,October,66,0,0,13,3,1,4010.87
Salon,75,Market,Ibadan,12,196,160,0,1,168542,4774073,462,19221,October,87,1,0,15,5,0,16395.94
Pharmacy,56,Estate,Lagos,16,150,437,0,0,156696,3527468,104,23613,July,60,0,0,12,0,1,13119.29
Supermarket,67,Market,Enugu,19,189,114,1,1,165380,1116729,460,1310,June,45,0,1,14,5,1,13474.42
Fashion_Store,17,Online,Lagos,13,22,55,1,0,135352,554685,338,21224,September,63,0,1,15,3,1,10886.12
Salon,52,Market,Kano,15,126,61,0,1,144719,3433691,211,25329,January,83,0,1,15,9,0,13269.6
Pharmacy,82,Street_Shop,Ibadan,7,109,276,1,1,150025,4569684,336,15735,January,69,1,1,8,1,1,26665.67
Pharmacy,114,Online,Ibadan,5,139,341,1,1,58014,3999320,106,21070,October,94,0,1,12,5,1,22464.68
Retail_Shop,58,Shopping_Mall,Lagos,14,176,476,0,0,182410,4387963,236,24921,February,30,0,1,15,5,1,14311.12
Electronics,98,Market,Enugu,4,77,216,1,1,122179,675594,498,2760,January,50,1,0,8,9,0,7248.69
Electronics,83,Shopping_Mall,Port_Harcourt,12,124,225,0,0,185135,1230441,265,13055,January,50,0,1,10,2,0,6666.96
Supermarket,22,Street_Shop,Enugu,9,55,87,1,0,172143,2602212,361,20579,December,59,0,1,8,5,0,18535.95
Pharmacy,34,Shopping_Mall,Lagos,4,104,489,0,0,104608,379259,283,8033,August,53,1,1,14,9,0,7530.6
Salon,86,Online,Enugu,16,188,100,1,1,95564,2387794,495,26254,October,38,0,0,8,5,1,16916.86
Pharmacy,53,Shopping_Mall,Abuja,19,18,396,1,1,59715,1591749,294,33556,October,52,0,0,14,4,1,15137.37
Electronics,119,Street_Shop,Ibadan,16,163,102,1,1,18294,337257,127,6786,March,90,0,0,8,1,1,9064.92
Pharmacy,94,Street_Shop,Kano,4,37,201,0,0,150342,4804695,134,21012,July,31,0,0,12,5,0,12506.13
Supermarket,66,Street_Shop,Abuja,13,39,342,0,1,66068,672665,246,9556,June,64,0,1,8,2,0,7483.21
Pharmacy,21,Estate,Lagos,18,73,468,0,1,96156,2118414,499,46068,December,67,0,1,8,1,0,18200.14
Fashion_Store,12,Market,Ibadan,3,96,461,1,1,74805,1121807,181,9705,April,81,0,0,8,3,1,11701.61
Retail_Shop,25,Shopping_Mall,Abuja,13,164,26,1,1,21185,2271480,114,44674,February,80,1,1,8,3,1,18931.38
Salon,48,Market,Port_Harcourt,14,87,492,1,1,115180,4826844,289,20679,February,56,0,0,13,7,0,16716.13
Retail_Shop,99,Street_Shop,Ibadan,8,23,89,0,1,139496,4470559,180,26809,February,42,1,1,11,7,0,19511.69
Restaurant,27,Estate,Abuja,2,120,317,0,1,182152,1338490,37,32984,March,42,1,0,10,8,0,16213.49
Restaurant,79,Market,Ibadan,14,156,68,1,0,191138,3415969,436,23895,November,44,1,1,8,8,0,33797.34
Pharmacy,80,Market,Port_Harcourt,8,161,349,1,1,9534,2245440,30,39783,September,51,0,1,8,0,0,15156.31
Salon,96,Market,Port_Harcourt,7,132,474,1,1,67571,1023919,482,17971,August,94,1,0,9,2,0,11496.47
Retail_Shop,103,Estate,Port_Harcourt,4,33,491,1,1,39634,4445310,84,5125,November,83,1,1,11,9,0,32148.57
Pharmacy,66,Market,Port_Harcourt,6,35,337,0,1,94084,2372925,74,42585,June,77,0,0,13,9,1,13428.92
Supermarket,16,Market,Abuja,10,121,302,0,1,21497,437603,93,1977,December,91,0,0,10,3,0,5330.38
Electronics,17,Market,Kano,5,40,498,0,1,76611,2661821,421,28446,February,65,0,1,10,1,0,9615.18
Supermarket,28,Street_Shop,Ibadan,9,127,284,1,1,45403,980597,50,18559,April,40,0,1,11,3,0,10786.38
Electronics,47,Estate,Kano,16,36,253,0,0,180095,1672708,392,31906,October,76,0,1,10,8,0,13140.27
Fashion_Store,101,Street_Shop,Kano,12,163,136,1,0,39766,3808327,320,14534,December,49,0,0,9,5,0,19036.2
Retail_Shop,117,Online,Kano,17,128,78,0,0,180097,944530,219,38519,December,91,1,1,10,4,0,13214.63
Pharmacy,68,Shopping_Mall,Ibadan,4,108,132,0,1,50051,4910718,191,5819,January,88,0,1,10,2,1,16135.33
Electronics,22,Online,Lagos,10,190,231,1,1,62091,3535346,415,32709,March,35,1,1,9,7,0,31514.74
Electronics,9,Street_Shop,Kano,16,129,171,0,0,170346,2965862,103,26384,April,52,0,0,11,2,1,12989.82
Electronics,70,Online,Lagos,17,31,485,1,0,107220,2880428,389,27043,September,44,0,1,13,8,0,15083.02
Restaurant,72,Shopping_Mall,Ibadan,19,127,252,1,1,112832,4594968,382,42482,January,87,0,1,15,5,1,29203.46
Pharmacy,35,Market,Lagos,16,123,277,0,1,67771,3089867,428,48304,March,61,0,0,8,1,1,24464.99
Salon,54,Estate,Port_Harcourt,8,54,304,1,1,89040,2473092,347,2455,November,44,1,1,11,8,0,25398.29
Supermarket,7,Street_Shop,Kano,4,120,192,1,1,28512,4947201,388,48356,June,90,1,1,8,0,0,26422.52
Fashion_Store,75,Market,Lagos,3,72,141,1,1,148727,2472069,470,6894,May,36,0,0,11,9,0,10026.39
Fashion_Store,110,Market,Ibadan,5,48,162,0,1,178453,3819021,326,39589,December,50,0,0,15,5,1,26860.38
Restaurant,25,Street_Shop,Ibadan,19,91,414,0,0,56399,2938146,253,14817,July,94,0,0,14,8,0,8718.68
Electronics,66,Shopping_Mall,Ibadan,16,91,353,1,1,22538,3333272,161,37934,February,85,1,0,11,7,1,24143.86
Restaurant,51,Street_Shop,Abuja,4,37,463,1,1,126596,3550230,107,14035,January,82,1,1,15,6,0,21860.71
Fashion_Store,97,Market,Abuja,15,160,366,1,1,105258,1232307,415,14658,October,69,1,0,9,5,1,13381.78
Fashion_Store,9,Online,Enugu,19,21,389,1,0,189565,4121191,205,37232,December,77,1,0,13,7,1,30858.81
Retail_Shop,77,Market,Kano,9,149,240,1,1,108291,615175,86,36766,January,42,0,0,13,2,0,8158.24
Fashion_Store,23,Online,Ibadan,10,184,340,0,1,130729,1205518,63,41843,April,60,0,0,11,7,1,14546.0
Pharmacy,65,Shopping_Mall,Enugu,1,167,160,0,0,22878,3845696,112,38441,February,93,0,1,15,0,0,10878.44
Retail_Shop,114,Shopping_Mall,Enugu,4,74,92,0,1,102968,3272979,105,44032,October,64,1,0,10,9,1,19096.67
Restaurant,114,Shopping_Mall,Ibadan,18,111,488,1,1,116684,451013,311,28565,May,48,0,1,12,0,1,11969.42
Restaurant,89,Market,Abuja,10,129,71,0,0,126664,2071372,293,28646,February,84,0,1,11,0,0,8912.32
Pharmacy,9,Market,Abuja,7,122,353,0,1,96524,4127912,247,33546,May,32,0,0,9,6,0,9387.35
Electronics,76,Shopping_Mall,Enugu,16,134,356,1,1,17072,318756,277,39456,April,46,1,0,9,0,1,21852.77
Retail_Shop,87,Market,Enugu,4,61,36,1,1,119533,3050162,439,2807,May,84,1,1,13,1,0,18037.46
Restaurant,97,Street_Shop,Port_Harcourt,9,30,132,1,1,147648,334330,302,5997,February,36,0,0,11,5,0,4712.09
Electronics,53,Shopping_Mall,Port_Harcourt,9,78,144,0,1,155967,2118178,259,45826,March,77,0,1,14,0,1,27272.95
Pharmacy,41,Shopping_Mall,Abuja,6,127,268,0,1,100769,3109210,24,40264,February,65,0,0,15,8,0,12310.21
Restaurant,63,Street_Shop,Abuja,13,57,450,0,0,46003,3587561,308,22931,December,51,0,0,10,2,1,17541.45
Retail_Shop,27,Market,Abuja,15,111,101,1,1,74855,2895181,338,35984,July,68,1,0,11,4,0,18919.6
Supermarket,115,Estate,Lagos,2,62,257,1,0,37171,857776,260,26949,March,66,1,0,9,6,1,20198.58
Electronics,34,Market,Enugu,4,24,420,0,1,159245,2285718,478,41059,May,85,0,0,8,5,0,8727.62
Electronics,41,Market,Port_Harcourt,15,121,63,1,1,77020,2074292,161,11443,January,83,0,0,10,3,0,10210.52
Supermarket,42,Estate,Lagos,16,123,114,1,0,163116,776949,95,13438,March,87,1,0,8,2,1,18969.79
Restaurant,56,Market,Ibadan,11,164,375,0,1,63226,3332547,146,36467,October,42,0,1,14,2,0,17742.44
Supermarket,32,Shopping_Mall,Ibadan,1,116,460,1,1,131401,3561580,401,46318,May,88,0,1,10,7,0,18108.64
Retail_Shop,46,Shopping_Mall,Lagos,17,11,419,0,1,73838,4429696,295,14127,August,36,1,1,10,2,1,26459.24
Fashion_Store,8,Market,Kano,3,105,226,0,1,20991,3125929,56,19269,December,67,1,1,9,7,0,19999.99
Pharmacy,99,Market,Ibadan,11,174,130,0,0,74628,468613,291,7108,August,64,0,1,9,7,0,5028.82
Fashion_Store,37,Shopping_Mall,Enugu,7,12,38,1,1,144996,2070633,40,5820,May,46,0,0,13,0,0,10780.67
Retail_Shop,93,Street_Shop,Enugu,10,181,191,1,0,127412,382122,266,15913,May,72,0,0,13,9,0,5442.87
Fashion_Store,90,Street_Shop,Lagos,5,124,163,0,1,182463,856414,331,22519,April,66,0,1,11,6,1,13902.81
Pharmacy,11,Estate,Enugu,9,126,305,1,1,55878,1101408,442,7831,March,93,0,1,8,5,1,9886.61
Fashion_Store,59,Shopping_Mall,Lagos,1,172,307,0,1,159365,4943089,162,25215,October,65,1,1,9,3,0,27320.86
Salon,117,Shopping_Mall,Kano,2,164,115,0,1,89314,4581239,51,43191,June,30,1,0,10,9,0,19902.94
Supermarket,21,Street_Shop,Lagos,1,180,333,1,1,82316,2124911,144,9662,August,70,0,0,12,9,0,11611.2
Supermarket,61,Street_Shop,Enugu,17,123,315,0,1,107909,4425520,235,36316,May,83,0,0,10,6,0,12754.05
Electronics,71,Shopping_Mall,Enugu,15,175,217,1,1,153775,2184273,454,43398,July,32,1,0,10,9,0,22409.69
Restaurant,39,Market,Ibadan,10,16,158,0,0,127745,3827326,256,48786,November,59,0,0,10,4,0,19832.18
Electronics,86,Market,Kano,2,177,142,0,1,92908,4899367,347,5799,March,73,1,1,14,0,1,37499.3
Retail_Shop,36,Market,Enugu,11,44,329,1,0,151361,1294402,308,30916,November,62,1,1,15,5,0,18920.89
Electronics,79,Shopping_Mall,Abuja,19,74,491,0,1,175182,166690,483,27540,January,88,0,0,9,8,0,6956.89
Fashion_Store,39,Market,Enugu,16,18,255,1,1,109734,4776411,253,14076,February,94,0,0,11,7,0,14532.28
Restaurant,64,Online,Lagos,10,183,66,1,1,45158,2752965,28,33375,August,41,1,0,8,6,0,18937.23
Restaurant,68,Market,Lagos,11,59,371,1,1,162963,458154,51,23002,February,40,1,1,13,3,1,14602.93
Retail_Shop,118,Market,Abuja,19,121,80,1,1,168617,3624744,233,20111,April,94,0,0,15,7,1,28980.04
Electronics,17,Estate,Abuja,10,126,133,0,1,67800,3135585,277,15526,October,77,0,0,9,9,0,11449.8
Pharmacy,57,Shopping_Mall,Enugu,4,145,382,1,1,132358,4723825,433,26106,May,83,0,1,8,1,1,23282.45
Fashion_Store,80,Street_Shop,Lagos,12,112,204,1,1,197548,2478953,68,33303,October,40,0,0,15,5,0,14580.99
Supermarket,12,Market,Abuja,13,194,415,1,1,105634,2652463,187,5277,June,31,1,1,9,2,0,19467.21
Restaurant,8,Street_Shop,Abuja,8,21,253,0,0,65643,202933,36,49378,July,83,0,1,9,1,0,5779.43
Electronics,39,Street_Shop,Abuja,3,96,393,0,1,177107,4354961,262,44636,February,56,0,0,13,2,0,15101.52
Pharmacy,37,Market,Kano,14,128,474,1,1,21542,3231462,266,48239,October,69,0,1,10,2,1,24007.04
